id,source,language,task1,task2,clean_text
5090,twitter,es,0,non-sexist,lahoradela me parece muy bien hoy rellenes espacio con esta desgracia mejor dicho aprobechais ayer muri un hombre en la calle no tena vivienda como no era tan expectacular como lo de hoy pocos tertulianos lo mencionaronera solo
5092,twitter,es,0,non-sexist,sea un grupo de hombres mujeres con piedras iban asesinar personal con chaleco casco escudo pistola lacrimgena pistola de balines de veras vaya qu tal ponderacin del peligro de muerte que tienes cuidado que con esa perspectiva puede morir tuiteando
5093,twitter,es,0,non-sexist,que eres de sodomizar al lol
5094,twitter,es,0,non-sexist,que lleves aos haciendo mal las cosas no significa que te de derecho no tener la sancin correspondiente prohibido aparcar as han estado mucho tiempo haciendo la vista gorda
5095,twitter,es,0,non-sexist,sin comentariosfamilia lamanada
5096,twitter,es,0,non-sexist,una alumna de mam le agradeci por el classroom las clases despus le puso un saludo su perra espero que haya promocionado la materia
5097,twitter,es,0,non-sexist,qu puto asco dan algunos hombres nos siguen viendo como animales cazar luego que por qu tenemos miedo todos que si notallmen
5098,twitter,es,0,non-sexist,isma en el assetto tus muertos puto jorge mira por donde vas que me has roto el alern trozo pollaguiri random de la carrera well gotta ger some sleep
5099,twitter,es,0,non-sexist,naciones del mundo ha interferido en asuntos internos de nuestro pas esgrimiendo hipcritamente el argumento de la violacin de los derechos negamos sinceridad autoridad moral al imperialismo yanqui para defender los derechos humanos all de su frontera
5100,twitter,es,0,non-sexist,ya muri otra escoriarecord que todos esos mierdas son dinosaurios ya les va tocando la hora
5101,twitter,es,0,non-sexist,todas nos unamos por el bien de las vulnerables argentina las nicas muertas debern ser la culpa la vergenza respeto las opiniones opuestas pero hay una emergencia que predomina no mujeres muertas en este contexto
5102,twitter,es,0,non-sexist,me dijeron que enamorarse la soledad es peligroso es la primera vez que no me mientenes atractiva adictiva hasta narcisista
5103,twitter,es,0,non-sexist,los fascistas se renpero conociendo de varios casos que fueron demostradosyositecreo
5104,twitter,es,0,non-sexist,como que no adivine
5105,twitter,es,0,non-sexist,ha sido todo lo contrario victimismo pero si tu comprensin lectora te traiciona ah ya no puedo hacer nada
5106,twitter,es,0,non-sexist,dic dispora cierre de fronteras no ha impedido que los venezolanos huyan ante el colapso de servicios hambruna la violacin masiva de de maduro cada vez son quienes cruzan por trochas toman un peero para salir del pas
5107,twitter,es,0,non-sexist,noooo no me gusta shippear en si cuando era chica aos si lo haca pero comprend que puede ser extremadamente incmodo molesto para esas personas as que deje de hacerlo
5108,twitter,es,0,non-sexist,poco poco tot no es para nada fcil yo perd mi padre hace aos he aprendido vivir sin sin embargo no hay un da no lo piense ese es un amor eternodeja atrs los errores apa nadie es perfecto valora su legado su obra uds hombres mujeres de bien
5109,twitter,es,0,non-sexist,mi polla en moo
5110,twitter,es,0,non-sexist,pero que arrastrada le dio la defenza de arriaza chicas esa comisin en asamblea
5111,twitter,es,0,non-sexist,dnde est el error en defender la constitucin la igualdad entre los ciudadanos
5112,twitter,es,0,non-sexist,eso es ser persona con alma bendicin para esa chica nuestra patria somos
5113,twitter,es,0,non-sexist,otra saga por arruinarmgtow
5114,twitter,es,0,non-sexist,morgan era un rebelde reconocera el material de sus armas mil leguas los murmullos entre los integrantes de la reunin comenzaron pero ninguno pona en duda las palabras de la mujer por qu si no estara en este barco alguien le debe haber chivado el
5116,twitter,es,0,non-sexist,le estoy dando el reconocimiento que merece tis the damn season porque aqu si hay taste
5117,twitter,es,0,non-sexist,ver seorita singridbazan usted que tanto habla de poltica una pregunta porque entonces busca postular al congreso como es la manera que segn usted pretende acabar con esta problemtica social cuales son sus propuestas habl no critique no sea una
5118,twitter,es,0,non-sexist,cerca de mil personas han sido capacitadas por el personal del en la aplicacin del modelo de protocolo para prevenir atender el hostigamiento acoso sexual en diferentes mbitos
5119,twitter,es,0,non-sexist,se har pblica la identidad de los jueces se expondr su historial de veredictos aqu lamanada son los que han dictado la pena
5120,twitter,es,0,non-sexist,por favor hagamos trending copia los hashtags entre posts alcance tiene telemundonoticierostelevisatelediariopfpapoya gobiernodelestado yositecreo niunamenos guardianacional
5121,twitter,es,0,non-sexist,lo que vivimos las mujeres desde que somos nias se nos ensea sentir culpa vergenza guardar silencio todas las mujeres tenemos de una historia de este tipo como mnimo muchas experiencias peores desde en la infancia
5123,twitter,es,0,non-sexist,chico ser
5124,twitter,es,0,non-sexist,tomada dic una vista muy atractiva de elavilacaracas venezuela credito regulo bueno samsung
5125,twitter,es,0,non-sexist,la verdad es que me he partido la polla mientras se le caa la cara de vergenza porque los otros dos compaeros estn durmiendo lmao
5126,twitter,es,0,non-sexist,poltica querido mo vos lo sabis tan bien como yo no hay hombres sino ideas no sentimientos sino intereses en poltica no se mata un hombre sino se allana un obstculo conde de montecristo por alexandre dumas
5127,twitter,es,0,non-sexist,que tcate la real polla dos manosque consultar bilogos sobre animales es falacia de autoridadno si te parece para saber sobre animales le pregunto mi to paco el licenciado en historia del arte mi mdico
5128,twitter,es,0,non-sexist,la pia para esta nia es una de sus frutas para el desayuno como postre como colacin es la opcin perfecta ya que adems de deliciosa tiene muchsimas propiedades que ayudan nuestro organismo conoce todas las propiedades de la pia
5129,twitter,es,0,non-sexist,menos high school musical no es como camp rock camp rock no tienen ningn buen personaje mitchie era la peor escoria shane era un sorete maltratador los otros eran todos bosta irrelevante
5130,twitter,es,0,non-sexist,nunca cuando digo nunca es un atolizado que justifica la ineptitud del gobierno ante tanta muerte jams le entran razones porque es una escoria servil sus intereses simplemente afectuoso saludos
5131,twitter,es,0,non-sexist,juan vicente aliaga orden flico androcentrismo violencia de gnero en las prcticas artsticas del siglo tres cantos akal arte contemporneo volumen en rstica en buen estado
5132,twitter,es,0,non-sexist,tengoalgoquedecirte vecinos de puente piedra aseguran que no es la primera vez que este hombre protagoniza este tipo de actos violentos
5133,twitter,es,0,non-sexist,ahh si representar la cultura indgena mexicana por una mujer mexicana es apropiar como no pude verlo antes gracias gringo blanco primermundista por abrirme los ojos
5134,twitter,es,0,non-sexist,yo mas gorda
5135,twitter,es,0,non-sexist,guadalajara es una ciudad atractiva para inversionistas extranjeros que necesitan exportar estados unidos si quieres saber por qu visita desarrollo industrial logstico de rebsummit guadalajara
5136,twitter,es,0,non-sexist,seo soojin es de las mujeres hermosas talentosas de esta generacin me lo puede negar gidle es uno de los grupos completos que hay hoy en da no entiendo porque no tienen reconocimiento fin orgullosa de llevar soojin
5137,twitter,es,0,non-sexist,jajajaja probablemente tu lo denomines as en mi caso no puedo juzgar la vida de otros ya que ni los conozco pero la gran mayora de la sociedad siguen con la mente bien estrecha
5138,twitter,es,0,non-sexist,alfinal no se puede obligar nadie que te quiera solo por que se refiere mismo como un buen tio da entender que es partidazo como si respetar las mujeres no fuera una cosa basica en los valores humanos pero ese ya es otro meln que prefiero no abrir jaja
5139,twitter,es,0,non-sexist,no os importa pero tras el chasco de anoche con fish tank hoy voy verme las seoritas de rochefort de jacques demy con un poco de miedo porqu no soy la mayor fan de los musicales
5140,twitter,es,0,non-sexist,le tengo muchas ganas la mujer rebelde gracias por recordrmelo
5141,twitter,es,0,non-sexist,bueno sos as tan muy buena persona tan especial se nota una gran mujer amiga lo que opinan mal de uno es envidia
5142,twitter,es,0,non-sexist,gracias por siempre alegrarnos los das con tus ocurrencias hasta se burla de los momentos duros que ha vivido
5143,twitter,es,0,non-sexist,la tierra de laura monos director alejandro landesadventure drama action colombia southamerica saturday movies monosfilm monoslapelcula lamanada todossomosmonos
5144,twitter,es,0,non-sexist,yoabro una bolsa de comidami perra que no me hacia ni caso
5145,twitter,es,0,non-sexist,sos valiente por contarlo fuerzas te mando un abrazo yo te creo niunamas metoo
5146,twitter,es,0,non-sexist,hasta los cojones de tan pedantes como arrogantes con el victimismo de siempre
5147,twitter,es,0,non-sexist,la mujer est empoderada con la pelota ponen el ejemplo en una ciudad lder en el pasya gan tigres femenil rayadas va pisando fuerte
5148,twitter,es,0,non-sexist,la pena contenida la alegra reprimida la pena de tantas lgrimas de marzo la alegra de lo nico que le queda al pueblo barcelona
5149,twitter,es,0,non-sexist,lo hermoso que es compartir cosas con mi chica
5150,twitter,es,0,non-sexist,por favor hagamos trending copia los hashtags entre posts alcance tiene telemundonoticierostelevisatelediariopfpapoya gobiernodelestado yositecreo niunamenos guardianacional
5151,twitter,es,0,non-sexist,la concejala de frente de todos marita velzquez que fue designada coordinadora de las dos sedes del consejo de de polticas de gnero diversidad sexual en la regin destac la importancia de que se implementen medidas de proteccin la mujer
5152,twitter,es,0,non-sexist,si yo llego canar as de hermoso me dejo el cabello gris el estilo de las mujeres mayores con el cabello plateadola mayora son elegantsimas
5153,twitter,es,0,non-sexist,invitas comer un buen lugar este hombre luego te dice algo as
5154,twitter,es,0,non-sexist,mentira cara de nalgas el cyberpunk esta puntos me voy jug mientras hago pesas para no sentirme tan escoria nos vimos
5155,twitter,es,0,non-sexist,jaja jaja bien fernanday luego dicen que no hay agresin las mujeresjaja jaja
5156,twitter,es,0,non-sexist,que saca con charlas cuando sabemos que estos son desobedientes sin disciplinas no les importa las consecuencias por lo mismo esto debera ser la mam quien la lleve la chica chico adolescente al pediatra para que le de anticonceptivos comdones
5157,twitter,es,0,non-sexist,tienes que ir directo la cuenta de tus seguidos porque si de casualidad no aparecen en tu no les das like ya no te van aparecer sea son invisibles porque segn la app falta de likes no te interesa aunque no lo hayas visto porque fue una publicacin hace das
5158,twitter,es,0,non-sexist,buensimo texto de nancy fraser filsofa profesora del the new school de nueva york lo disfrut un montn
5159,twitter,es,0,non-sexist,yo ya no teletrabajo ni un puto da se acaba mi horario ah te quedas con tus movidas porque encima te echan en cara que teletrabajes dos putos das la semana
5160,twitter,es,0,non-sexist,he decidido bloquear toda la escoria mierda de esta red social si os dej de seguir bloqueo es porque habeis soltado alguna estupidez muy gorda de sam fla
5161,twitter,es,0,non-sexist,eso es mentira un actor pagado para hacer el parip decir que las vacunas no son peligrosas dirn
5162,twitter,es,0,non-sexist,literal jajajjaja que esta segunda expo est mal ya no quiero escuchar pero la otra chica de mi grupo la hace largaaa mana ya apgate quiero que la profe nos mande la que todo se acabe
5163,twitter,es,1,sexual-violence,juezque pidi la absolucin de lamanada absuelve al hombre que abus sexualmente de una nia de aos porque el acusado deca quesiempre inventaba historias se peda aos de prisin
